start_station,end_station,count
Blindern Studenthus,Soervest for Slottsparken,4
Blindern Studenthus,Trelastgata,4
Blindern Studenthus,Huitfeldts gate,4
Blindern Studenthus,Huk 1,4
Blindern Studenthus,Kampen park oest,4
Blindern Studenthus,oekernveien,4
Blindern Studenthus,Salt,4
Blindern Studenthus,Oslo Hospital,4
Carl Berners plass nord,Studenterlunden,4
Carl Berners plass nord,Uelands gate,4
Carl Berners plass nord,Tannlegehoeyskolen,4
Carl Berners plass nord,Nydalen,4
Carl Berners plass nord,Torshovparken vest,4
Carl Berners plass nord,Friggfeltet,4
Carl Berners plass nord,Filipstadveien,4
Carl Berners plass nord,Thereses gate,4
Carl Berners plass nord,Taasen Senter,4
Carl Berners plass nord,Forskningsveien,4
Carl Berners plass nord,Munkedamsveien,4
Carl Berners plass nord,Hydroparken,4
Torshovparken vest,Hedmarksgata,4
Torshovparken vest,Via Vika,4
Torshovparken vest,oekern T-bane,4
Torshovparken vest,Olav Kyrres plass,4
Torshovparken vest,Elisenberg,4
Torshovparken vest,Marienlyst,4
Torshovparken vest,Boekkerveien,4
Torshovparken vest,Taasenloekka,4
Torshovparken vest,Frognerveien,4
Torshovparken vest,Grenseveien,4
Torggata,oekern Portal,4
Torggata,Sogn Studentby,4
Torggata,John Colletts plass,4
Torggata,Thune,4
Torggata,Sjoelyst,4
Torggata,Fysikkbygningen,4
Torggata,Friggfeltet,4
Torggata,Thereses gate,4
Torggata,Ensjoeveien,4
Brugata,Stensgata,4
Brugata,Majorstuen,4
Brugata,Sinsenveien,4
Brugata,Chr. Michelsens Gate,4
Brugata,Ila,4
Brugata,Furulund,4
Brugata,Mailundveien,4
Brugata,Forskningsveien,4
Brugata,Hydroparken,4
Sofienbergparken nordvest,Ila,4
Sofienbergparken nordvest,Torshovparken vest,4
Sofienbergparken nordvest,Meltzers gate,4
Sofienbergparken nordvest,Bak Niels Treschows hus nord,4
Vaterlandsparken,St. Hanshaugen park vest,4
Vaterlandsparken,Sagene bussholdeplass,4
Vaterlandsparken,Sinsenveien,4
Vaterlandsparken,Valkyrieplassen,4
Vaterlandsparken,Arendalsgata,4
Vaterlandsparken,Marienlystparken,4
Vaterlandsparken,Pilestredet,4
Vaterlandsparken,Skoeyen,4
Vaterlandsparken,Koebenhavngata busstopp,4
Vaterlandsparken,Bjoelsen moelle,4
Fysikkbygningen,Aker Brygge 2 mot Raadhusplassen,4
Fysikkbygningen,Groenlands torg,4
Fysikkbygningen,Thune,4
Fysikkbygningen,Jenny Braatens Plass,4
Fysikkbygningen,Hausmanns gate,4
Fysikkbygningen,Kjeld Stubs gate,4
Fysikkbygningen,Mandalls gate,4
Fysikkbygningen,Diakonhjemmet,4
Fysikkbygningen,Dokkveien,4
Fysikkbygningen,Galgeberg,4
Fysikkbygningen,Meltzers gate,4
Fysikkbygningen,Salt,4
Sirkustomta,Ulven Torg,4
Sirkustomta,Krohgstoetten hospital,4
Sirkustomta,Sogn Studentby,4
Sirkustomta,Aker Brygge 2 mot Raadhusplassen,4
Sirkustomta,Stensgata,4
Sirkustomta,OsloMet,4
Sirkustomta,John Colletts plass,4
Sirkustomta,Bjoelsendumpa,4
Sirkustomta,Ila,4
Sirkustomta,Frognerstranda,4
Sirkustomta,Blindern studentparkering,4
Sirkustomta,Brynseng T-bane,4
Sirkustomta,Frogner plass,4
Sirkustomta,Lodalen busstopp,4
HasleLinje,Professor Aschehougs plass,4
HasleLinje,Kvaernerveien,4
HasleLinje,Arkitekt Rivertz Plass,4
HasleLinje,Parkveien,4
HasleLinje,Kontraskjaeret,4
HasleLinje,Sinsenveien,4
HasleLinje,Ruseloekkgaarden,4
HasleLinje,Vippetangen vest,4
HasleLinje,Hausmanns bru,4
HasleLinje,Ullevaal sykehus,4
HasleLinje,Botanisk Hage vest,4
HasleLinje,Kjeld Stubs gate,4
HasleLinje,Thomas Heftyes plass,4
HasleLinje,Akersgata,4
HasleLinje,Oscars gate,4
HasleLinje,Majorstua skole,4
Bjerregaards gate,oekern Portal,4
Bjerregaards gate,Ulven Torg,4
Bjerregaards gate,Sinsenveien,4
Bjerregaards gate,Kvaernerbyen,4
Bjerregaards gate,Vaalerenga,4
Bjerregaards gate,Ullevaalsalléen,4
Bjerregaards gate,Thereses gate,4
Bjerregaards gate,Sotahjoernet,4
Bjerregaards gate,Oslo Hospital,4
Anker Hotel,Sogn Studentby,4
Anker Hotel,Hans Nielsen Hauges plass,4
Anker Hotel,St. Hanshaugen,4
Anker Hotel,Adamstuen,4
Anker Hotel,Marienlyst,4
Anker Hotel,Blindern studentparkering,4
Anker Hotel,Ensjoe T-bane,4
Anker Hotel,Mailundveien,4
Anker Hotel,Riddervoldplass,4
Anker Hotel,Meltzers gate,4
Anker Hotel,Majorstua skole,4
Anker Hotel,Drammensveien,4
Krebs' gate,Ulven Torg,4
Krebs' gate,Pilestredet Studenthus,4
Krebs' gate,Norsk Folkemuseum,4
Krebs' gate,Thune,4
Krebs' gate,Vaalerenga,4
Krebs' gate,Ensjoe T-bane,4
Krebs' gate,Taasenloekka,4
Krebs' gate,Taasen Senter,4
Krebs' gate,Frognerveien,4
Krebs' gate,Drammensveien,4
Krebs' gate,Lodalen busstopp,4
Ullevaal sykehus,Frogner Tennisklubb,4
Ullevaal sykehus,Vippetangen oest,4
Ullevaal sykehus,Gaustad T-bane,4
Ullevaal sykehus,Over Raadhusgata,4
Ullevaal sykehus,Jarlsborgveien,4
Ullevaal sykehus,Ensjoeveien,4
Fagerheimgata,Borgenveien,4
Fagerheimgata,oekern Portal,4
Fagerheimgata,Blindern T-Bane,4
Fagerheimgata,Olav Kyrres plass,4
Fagerheimgata,Majorstuveien,4
Fagerheimgata,Gaustad T-bane,4
Fagerheimgata,Badebakken,4
Fagerheimgata,Colletts gate,4
Fagerheimgata,Bygdoey allé,4
Marienlystparken,The Hub,4
Marienlystparken,Torshovparken vest,4
Marienlystparken,Sirkustomta,4
Marienlystparken,Anker Hotel,4
Marienlystparken,Kjeld Stubs gate,4
Marienlystparken,Sofienberggata,4
Marienlystparken,Mandalls gate,4
Marienlystparken,Langkaia,4
Marienlystparken,Mailundveien,4
Marienlystparken,Botanisk hage soer-vest,4
Botanisk Hage vest,Pilestredet Studenthus,4
Botanisk Hage vest,Oslo Handelsgymnasium,4
Botanisk Hage vest,Uranienborgparken,4
Botanisk Hage vest,Boekkerveien,4
Botanisk Hage vest,Monolittveien,4
Botanisk Hage vest,Fyrstikktorget,4
Botanisk Hage vest,Mailundveien,4
Botanisk Hage vest,Tordenskiolds gate,4
Botanisk Hage vest,Grenseveien,4
Botanisk Hage vest,Skarpsnoparken,4
Jens Bjelkes Gate,Ulven Torg,4
Jens Bjelkes Gate,Hans Nielsen Hauges plass,4
Jens Bjelkes Gate,Briskeby,4
Jens Bjelkes Gate,Vestkanttorvet,4
Jens Bjelkes Gate,Majorstuveien,4
Jens Bjelkes Gate,Bak Niels Treschows hus soer,4
Jens Bjelkes Gate,Drammensveien,4
Majorstuen T-bane,Groenlands torg,4
Majorstuen T-bane,Vaar Frelsers gravlund,4
Majorstuen T-bane,Loerenveien,4
Majorstuen T-bane,Carl Berners plass soer,4
Majorstuen T-bane,Schous plass,4
Majorstuen T-bane,Moelleparken,4
Majorstuen T-bane,Sofienbergparken soer,4
Majorstuen T-bane,Schous plass trikkestopp,4
Majorstuen T-bane,Arendalsgata,4
Majorstuen T-bane,Carl Berners plass nord,4
Majorstuen T-bane,Sofienbergparken nordvest,4
Majorstuen T-bane,Jens Bjelkes Gate,4
Majorstuen T-bane,Skippergata,4
Majorstuen T-bane,Over Raadhusgata,4
Majorstuen T-bane,Sinsen T-bane,4
Majorstuen T-bane,Bak Niels Treschows hus nord,4
Kjeld Stubs gate,Via Vika,4
Kjeld Stubs gate,Tiedemannsparken,4
Kjeld Stubs gate,Carl Berners plass nord,4
Kjeld Stubs gate,Fysikkbygningen,4
Kjeld Stubs gate,Botanisk Hage vest,4
Kjeld Stubs gate,Soervest for Slottsparken,4
Kjeld Stubs gate,Fyrstikktorget,4
Kjeld Stubs gate,Hallings gate,4
Kjeld Stubs gate,Pilestredet 63,4
Kjeld Stubs gate,Lodalen busstopp,4
Henrik Ibsens gate,Tiedemannsparken,4
Henrik Ibsens gate,Sinsenveien,4
Henrik Ibsens gate,Vaalerenga,4
Henrik Ibsens gate,Sofienberggata,4
Henrik Ibsens gate,Myraloekka oest,4
Henrik Ibsens gate,Kirkeveien,4
Henrik Ibsens gate,Jarlsborgveien,4
Henrik Ibsens gate,Lodalen busstopp,4
Ensjoe T-bane,Huk 2,4
Ensjoe T-bane,Bjoelsendumpa,4
Ensjoe T-bane,St. Hanshaugen,4
Ensjoe T-bane,St. Hanshaugen park soer,4
Ensjoe T-bane,Sjoelyst,4
Ensjoe T-bane,Marienlystparken,4
Ensjoe T-bane,Pilestredet,4
Ensjoe T-bane,Huitfeldts gate,4
Ensjoe T-bane,Bogstadveien,4
Ensjoe T-bane,Munkedamsveien,4
Boekkerveien,Gunerius,4
Boekkerveien,Stjerneplassen,4
Boekkerveien,Elgsletta,4
Boekkerveien,Studenterlunden,4
Boekkerveien,Hans Nielsen Hauges plass,4
Boekkerveien,Landstads gate,4
Boekkerveien,Arendalsgata,4
Boekkerveien,Torshovparken vest,4
Boekkerveien,Langkaia,4
Boekkerveien,Skraaninga,4
Boekkerveien,Slottsparken oest,4
Boekkerveien,Oscars gate,4
Boekkerveien,Nordre gate,4
Boekkerveien,Grenseveien,4
Boekkerveien,Bjoelsen moelle,4
Boekkerveien,Bjerregaardsgate oest,4
Sofienberggata,Hans Nielsen Hauges plass,4
Sofienberggata,Uelands gate,4
Sofienberggata,Bjoelsendumpa,4
Sofienberggata,Ila,4
Sofienberggata,BI Nydalen,4
Sofienberggata,Suhms gate,4
Sofienberggata,Skillebekk,4
Sofienberggata,St. Hanshaugen park nord,4
Sofienberggata,Ullevaalsveien,4
Sofienberggata,Frognerveien,4
Sofienberggata,Dronningens gate,4
Sofienberggata,Huk 1,4
Sofienberggata,Colletts gate,4
Sofienberggata,Pilestredet 63,4
Finnmarksgata,Klingenberggata,4
Finnmarksgata,Huk 2,4
Finnmarksgata,Pilestredet Studenthus,4
Finnmarksgata,Loerenveien,4
Finnmarksgata,Parkveien,4
Finnmarksgata,Vippetangen oest,4
Finnmarksgata,Bislett Stadion,4
Finnmarksgata,Mailundveien,4
Finnmarksgata,Bogstadveien,4
Finnmarksgata,Grenseveien,4
Finnmarksgata,Bjoelsen moelle,4
Finnmarksgata,Torshovdalen oest,4
Finnmarksgata,Bygdoey allé,4
Taasenloekka,Via Vika,4
Taasenloekka,Sjoesiden ved fontenen,4
Taasenloekka,Schous plass,4
Taasenloekka,Birkelunden,4
Taasenloekka,Lindern,4
Taasenloekka,Moelleparken,4
Taasenloekka,Sjoesiden ved trappen,4
Taasenloekka,AHO,4
Taasenloekka,Oslo Plaza,4
Taasenloekka,Jernbanetorget,4
Taasenloekka,Tjuvholmen,4
Taasenloekka,Jens Bjelkes Gate,4
Taasenloekka,Toeyenbekken,4
Taasenloekka,St. Olavs gate,4
Taasenloekka,Sognsveien,4
Taasenloekka,Pilestredet 63,4
Taasenloekka,Daelenenggata,4
Ullevaalsveien,Vippetangen oest,4
Ullevaalsveien,Majorstuen T-bane,4
Ullevaalsveien,Ensjoe T-bane,4
Ullevaalsveien,Taasen Senter,4
Ullevaalsveien,Hasle,4
Thomas Heftyes plass,Krohgstoetten hospital,4
Thomas Heftyes plass,Blindern T-Bane,4
Thomas Heftyes plass,Carl Berners plass soer,4
Thomas Heftyes plass,Sinsenveien,4
Thomas Heftyes plass,Hausmanns gate,4
Thomas Heftyes plass,HasleLinje,4
Thomas Heftyes plass,Biskop Gunnerus' gate,4
Thomas Heftyes plass,Lilleborgbanen,4
Thomas Heftyes plass,Grünerhagen Nord,4
Thomas Heftyes plass,Galgeberg,4
Jess Carlsens gate,Torshovparken vest,4
Jess Carlsens gate,Ensjoe T-bane,4
Jess Carlsens gate,Thereses gate,4
Jess Carlsens gate,Sognsveien,4
Jess Carlsens gate,Georg Morgenstiernes hus,4
Jess Carlsens gate,Koebenhavngata busstopp,4
Jess Carlsens gate,Rolf Wickstroems vei,4
Mandalls gate,Via Vika,4
Mandalls gate,Skovveien,4
Mandalls gate,St. Hanshaugen park vest,4
Mandalls gate,Uranienborgparken,4
Mandalls gate,Arendalsgata,4
Mandalls gate,Krebs' gate,4
Mandalls gate,Brynseng T-bane,4
Mandalls gate,Forskningsveien,4
Mandalls gate,Hallings gate,4
Mandalls gate,Ensjoeveien,4
Mandalls gate,Bjerregaardsgate oest,4
Mandalls gate,Pilestredet 63,4
Toeyenbekken,Tiedemannsparken,4
Toeyenbekken,Huk 2,4
Toeyenbekken,Toeyenparken,4
Toeyenbekken,Colosseum Kino,4
Toeyenbekken,Skovveien,4
Toeyenbekken,Parkveien,4
Toeyenbekken,John Colletts plass,4
Toeyenbekken,Norsk Folkemuseum,4
Toeyenbekken,Skillebekk,4
Toeyenbekken,Ullevaal sykehus,4
Toeyenbekken,Thomas Heftyes plass,4
Toeyenbekken,Monolittveien,4
Toeyenbekken,Henrik Wergelands allé,4
Toeyenbekken,Sotahjoernet,4
Toeyenbekken,Ensjoeveien,4
Volvat,Via Vika,4
Volvat,Stjerneplassen,4
Volvat,Nybrua holdeplass,4
Volvat,Blindern T-Bane,4
Volvat,Groenlands torg,4
Volvat,Soendre gate,4
Volvat,Loerenveien,4
Volvat,Sagene bussholdeplass,4
Volvat,Jakob kirke,4
Volvat,Olav Kyrres plass,4
Volvat,Ruseloekkgaarden,4
Volvat,Furulund,4
Volvat,Helga Helgesens plass,4
Volvat,Blindern Studenthus,4
Volvat,Brugata,4
Volvat,Ullevaal sykehus,4
Volvat,Finnmarksgata,4
Volvat,Thereses gate,4
Volvat,Meltzers gate,4
Volvat,Sofienbergparken nord,4
Volvat,Fred Olsens gate,4
Volvat,Daelenenggata,4
Volvat,Munkegata,4
Myraloekka oest,Loerenporten,4
Myraloekka oest,Blindern T-Bane,4
Myraloekka oest,Sogn Studentby,4
Myraloekka oest,Hasle Torg,4
Myraloekka oest,Uranienborgparken,4
Myraloekka oest,Olav Kyrres plass,4
Myraloekka oest,Biskop Gunnerus' gate,4
Myraloekka oest,Skippergata,4
Myraloekka oest,Froeen T-bane,4
Myraloekka oest,Huk 1,4
Myraloekka oest,Dyvekes bru,4
Lille Grensen,Kvaernerveien,4
Lille Grensen,Loerenveien,4
Lille Grensen,John Colletts plass,4
Lille Grensen,Lindern,4
Lille Grensen,Furulund,4
Lille Grensen,Ullevaal sykehus,4
Biskop Gunnerus' gate,Professor Aschehougs plass,4
Biskop Gunnerus' gate,Rostockgata,4
Biskop Gunnerus' gate,Moelleparken,4
Biskop Gunnerus' gate,Sjoesiden ved trappen,4
Biskop Gunnerus' gate,Sommerfrydhagen,4
Biskop Gunnerus' gate,Fagerheimgata,4
Biskop Gunnerus' gate,Marcus Thranes gate,4
Biskop Gunnerus' gate,Hammersborg Torg,4
Nedre Slottsgate,Akerselvallmenningen,4
Nedre Slottsgate,Ringnes Park,4
Nedre Slottsgate,Landstads gate,4
Nedre Slottsgate,Schous plass,4
Nedre Slottsgate,Sjoesiden ved trappen,4
Nedre Slottsgate,AHO,4
Nedre Slottsgate,Jernbanetorget,4
Nedre Slottsgate,Sofienbergparken nordvest,4
Nedre Slottsgate,Anker Hotel,4
Nedre Slottsgate,Fagerheimgata,4
Nedre Slottsgate,Jens Bjelkes Gate,4
Nedre Slottsgate,Bogstadveien,4
Nedre Slottsgate,Badebakken,4
Friggfeltet,Rostockgata,4
Friggfeltet,Elgsletta,4
Friggfeltet,Aker Brygge 2 mot Raadhusplassen,4
Friggfeltet,Groenlands torg,4
Friggfeltet,Sinsenveien,4
Friggfeltet,Olav Kyrres plass,4
Friggfeltet,Jernbanetorget,4
Friggfeltet,Torggata,4
Friggfeltet,Anker Hotel,4
Friggfeltet,Ullevaal sykehus,4
Friggfeltet,Mandalls gate,4
Friggfeltet,Langkaia,4
Friggfeltet,Thereses gate,4
Friggfeltet,Taasen Senter,4
Friggfeltet,Stavangergata,4
Friggfeltet,Nordre gate,4
Friggfeltet,Meltzers gate,4
Friggfeltet,7. juni-plassen,4
Friggfeltet,Munkegata,4
Friggfeltet,Kirkegata 15,4
Holbergs plass,Borgenveien,4
Holbergs plass,Maritimt Museum,4
Holbergs plass,Uelands gate,4
Holbergs plass,Lindern,4
Holbergs plass,Jenny Braatens Plass,4
Holbergs plass,Vaalerenga,4
Holbergs plass,Ullevaal sykehus,4
Holbergs plass,Taasenloekka,4
Holbergs plass,Gaustad T-bane,4
Holbergs plass,Badebakken,4
Holbergs plass,Bjoelsen moelle,4
Holbergs plass,Bak Niels Treschows hus soer,4
Holbergs plass,Torshovdalen oest,4
Holbergs plass,Drammensveien,4
Holbergs plass,Lodalen busstopp,4
Monolittveien,Maritimt Museum,4
Monolittveien,Blindern T-Bane,4
Monolittveien,Groenlands torg,4
Monolittveien,Studenterlunden,4
Monolittveien,Uelands gate,4
Monolittveien,Sentrum Scene,4
Monolittveien,Moelleparken,4
Monolittveien,Ruseloekkgaarden,4
Monolittveien,Helga Helgesens plass,4
Monolittveien,Sofienbergparken nordvest,4
Monolittveien,Anker Hotel,4
Monolittveien,Friggfeltet,4
Monolittveien,Langkaia,4
Monolittveien,Meltzers gate,4
Monolittveien,Fred Olsens gate,4
Monolittveien,Munkegata,4
Brynseng T-bane,Elgsletta,4
Brynseng T-bane,Aker Brygge 3 mot Fergene,4
Brynseng T-bane,Saga Kino,4
Brynseng T-bane,Sinsenveien,4
Brynseng T-bane,Ruseloekkgaarden,4
Brynseng T-bane,Trondheimsveien,4
Brynseng T-bane,Edvard Storms gate,4
Brynseng T-bane,Skraaninga,4
Brynseng T-bane,Slottsparken oest,4
Brynseng T-bane,Enerhaugen,4
Soervest for Slottsparken,Toeyenparken,4
Soervest for Slottsparken,Storo Storsenter,4
Soervest for Slottsparken,Uranienborgparken,4
Soervest for Slottsparken,BI Nydalen,4
Soervest for Slottsparken,Lakkegata,4
Soervest for Slottsparken,St. Hanshaugen park nord,4
Soervest for Slottsparken,Brugata,4
Soervest for Slottsparken,Myraloekka oest,4
Filipstadveien,Kvaernerveien,4
Filipstadveien,Pilestredet Studenthus,4
Filipstadveien,Studentparlamentet,4
Filipstadveien,Fagerheimgata,4
Filipstadveien,Brynseng T-bane,4
Filipstadveien,Lilleborgbanen,4
Filipstadveien,Fyrstikktorget,4
Filipstadveien,Jarlsborgveien,4
Uranienborgveien,Domus Athletica,4
Uranienborgveien,Arkitekt Rivertz Plass,4
Uranienborgveien,Bjoelsendumpa,4
Uranienborgveien,Furulund,4
Uranienborgveien,Marienlyst,4
Uranienborgveien,Torshovparken vest,4
Uranienborgveien,Sofienberggata,4
Uranienborgveien,Finnmarksgata,4
Uranienborgveien,Mailundveien,4
Uranienborgveien,Hoff terrasse holdeplass,4
Uranienborgveien,Georg Morgenstiernes hus,4
Uranienborgveien,Lodalen busstopp,4
Diakonhjemmet,Arkitekt Rivertz Plass,4
Diakonhjemmet,Uelands gate,4
Diakonhjemmet,Alexander Kiellands Plass,4
Diakonhjemmet,Thune,4
Diakonhjemmet,Chr. Michelsens Gate,4
Diakonhjemmet,Vestkanttorvet,4
Diakonhjemmet,Sukkerbiten,4
Diakonhjemmet,St. Hanshaugen park nord,4
Diakonhjemmet,Marienlyst,4
Diakonhjemmet,Jernbanetorget,4
Diakonhjemmet,Torshovparken vest,4
Diakonhjemmet,Sofienbergparken nordvest,4
Diakonhjemmet,Bjerregaards gate,4
Diakonhjemmet,Pilestredet,4
Diakonhjemmet,Forskningsveien,4
St. Olavs gate,Loerenveien,4
St. Olavs gate,Ila,4
St. Olavs gate,Ullevaalsalléen,4
St. Olavs gate,Majorstuen T-bane,4
St. Olavs gate,Boekkerveien,4
St. Olavs gate,Nedre Slottsgate,4
Lilleborgbanen,Kvaernerveien,4
Lilleborgbanen,Vestre Aker Kirke,4
Lilleborgbanen,Pilestredet Studenthus,4
Lilleborgbanen,Sjoelyst,4
Lilleborgbanen,Skillebekk,4
Lilleborgbanen,Blindern studentparkering,4
Lilleborgbanen,Boekkerveien,4
Lilleborgbanen,Hoffsveien,4
Lilleborgbanen,Frognerveien,4
Lilleborgbanen,Riddervoldplass,4
Lilleborgbanen,Meltzers gate,4
Lilleborgbanen,Hasle,4
Lilleborgbanen,Hydroparken,4
Langkaia,Nybrua holdeplass,4
Langkaia,Stensgata,4
Langkaia,Oslo Plaza,4
Langkaia,Studentparlamentet,4
Langkaia,Carl Berners plass nord,4
Langkaia,Bjerregaards gate,4
Langkaia,Finnmarksgata,4
Langkaia,Lilleborgbanen,4
Langkaia,Griffenfeldts gate,4
Langkaia,Hoffsveien,4
Langkaia,Henrik Wergelands allé,4
Langkaia,Koebenhavngata busstopp,4
Grünerhagen Nord,St. Hanshaugen park vest,4
Grünerhagen Nord,Storo Storsenter,4
Grünerhagen Nord,John Colletts plass,4
Grünerhagen Nord,Briskeby,4
Grünerhagen Nord,Ila,4
Grünerhagen Nord,Fram-gaarden,4
Grünerhagen Nord,Suhms gate,4
Grünerhagen Nord,Ullevaalsalléen,4
Grünerhagen Nord,St. Hanshaugen park nord,4
Grünerhagen Nord,Majorstuveien,4
Grünerhagen Nord,Nydalen,4
Grünerhagen Nord,Ullevaal sykehus,4
Grünerhagen Nord,Marienlystparken,4
Grünerhagen Nord,Ullevaalsveien,4
Grünerhagen Nord,Thomas Heftyes plass,4
Grünerhagen Nord,Volvat,4
Grünerhagen Nord,Hoffsveien,4
Grünerhagen Nord,Sognsveien,4
Grünerhagen Nord,Koebenhavngata busstopp,4
Grünerhagen Nord,Bjoelsen moelle,4
Fyrstikktorget,Nybrua holdeplass,4
Fyrstikktorget,Adamstuen,4
Fyrstikktorget,Olav Kyrres plass,4
Fyrstikktorget,Frogner Stadion,4
Fyrstikktorget,Skillebekk,4
Fyrstikktorget,Edvard Storms gate,4
Fyrstikktorget,Torshovparken vest,4
Fyrstikktorget,Kjeld Stubs gate,4
Fyrstikktorget,Ullevaalsveien,4
Fyrstikktorget,Langkaia,4
Fyrstikktorget,Mailundveien,4
Fyrstikktorget,Tordenskiolds gate,4
Fyrstikktorget,Huk 1,4
Arkaden Soer,Stortingstunellen,4
Arkaden Soer,OsloMet,4
Arkaden Soer,Frognerbadet,4
Arkaden Soer,St. Hanshaugen park soer,4
Arkaden Soer,Vestkanttorvet,4
Arkaden Soer,Moelleparken,4
Arkaden Soer,Suhms gate,4
Arkaden Soer,Carl Berners plass nord,4
Arkaden Soer,Sirkustomta,4
Arkaden Soer,Ullevaalsveien,4
Arkaden Soer,Volvat,4
Arkaden Soer,Lille Grensen,4
Arkaden Soer,Colbjoernsens gate,4
Arkaden Soer,Stavangergata,4
Arkaden Soer,Riddervoldplass,4
Skippergata,Hedmarksgata,4
Skippergata,Thune,4
Skippergata,Chr. Michelsens Gate,4
Skippergata,Lindern,4
Skippergata,Ullevaal sykehus,4
Skippergata,Boekkerveien,4
Skippergata,Finnmarksgata,4
Skippergata,Volvat,4
Skippergata,Griffenfeldts gate,4
Skippergata,Meltzers gate,4
Skippergata,Idioten,4
Skippergata,Daelenenggata,4
Skippergata,Hasle,4
Colbjoernsens gate,Domus Athletica,4
Colbjoernsens gate,Maritimt Museum,4
Colbjoernsens gate,Aker Brygge 2 mot Raadhusplassen,4
Colbjoernsens gate,Bentsebrugata,4
Colbjoernsens gate,Furulund,4
Colbjoernsens gate,Ullevaalsalléen,4
Colbjoernsens gate,Krebs' gate,4
Colbjoernsens gate,Botanisk Hage vest,4
Colbjoernsens gate,Mandalls gate,4
Colbjoernsens gate,Toeyenbekken,4
Colbjoernsens gate,Volvat,4
Colbjoernsens gate,Griffenfeldts gate,4
Colbjoernsens gate,Enerhaugen,4
Linaaes gate,Huk 2,4
Linaaes gate,Maritimt Museum,4
Linaaes gate,Frognerbadet,4
Linaaes gate,Thune,4
Linaaes gate,St. Hanshaugen park nord,4
Linaaes gate,Marienlyst,4
Linaaes gate,Ullevaal sykehus,4
Linaaes gate,Arkaden Soer,4
Linaaes gate,Kirkeveien,4
Linaaes gate,Mailundveien,4
Linaaes gate,Huk 1,4
Linaaes gate,Idioten,4
Linaaes gate,Colletts gate,4
Linaaes gate,Drammensveien,4
Thereses gate,Nybrua holdeplass,4
Thereses gate,Huk 2,4
Thereses gate,Frognerbadet,4
Thereses gate,Jakob kirke,4
Thereses gate,Bjoelsendumpa,4
Thereses gate,Chr. Michelsens Gate,4
Thereses gate,St. Hanshaugen park soer,4
Thereses gate,Vippetangen vest,4
Thereses gate,Frogner Stadion,4
Thereses gate,Botanisk Hage soer,4
Thereses gate,St. Hanshaugen park nord,4
Thereses gate,Ullevaalsveien,4
Thereses gate,Mandalls gate,4
Thereses gate,Monolittveien,4
Thereses gate,Annette Thommessens Plass,4
Thereses gate,Huk 1,4
Thereses gate,Badebakken,4
Thereses gate,Idioten,4
Thereses gate,Sofienbergparken nord,4
Thereses gate,Salt,4
Olaf Ryes plass,Loerenporten,4
Olaf Ryes plass,Blindern T-Bane,4
Olaf Ryes plass,oekern T-bane,4
Olaf Ryes plass,Brynseng T-bane,4
Olaf Ryes plass,Bygdoey allé,4
Trelastgata,Stortingstunellen,4
Trelastgata,Gunerius,4
Trelastgata,Sagene bussholdeplass,4
Trelastgata,Landstads gate,4
Trelastgata,Gimle Kino,4
Trelastgata,Karenslyst allé,4
Trelastgata,Marienlystparken,4
Trelastgata,Henrik Ibsens gate,4
Trelastgata,Boekkerveien,4
Trelastgata,Stavangergata,4
Trelastgata,Henrik Wergelands allé,4
Trelastgata,Skarpsnoparken,4
Trelastgata,oekernveien,4
Trelastgata,Bjerregaardsgate oest,4
Trelastgata,7. juni-plassen,4
Skraaninga,Klingenberggata,4
Skraaninga,Olav Kyrres plass,4
Skraaninga,Oslo Plaza,4
Skraaninga,Majorstuveien,4
Skraaninga,Karenslyst allé,4
Skraaninga,Toeyenbekken,4
Skraaninga,Pilestredet,4
Skraaninga,Over Raadhusgata,4
Skraaninga,Stockfleths gate,4
Skraaninga,Munkedamsveien,4
Taasen Senter,Rostockgata,4
Taasen Senter,Huk 2,4
Taasen Senter,Studenterlunden,4
Taasen Senter,Norsk Folkemuseum,4
Taasen Senter,St. Hanshaugen,4
Taasen Senter,Vestkanttorvet,4
Taasen Senter,Ruseloekkgaarden,4
Taasen Senter,Studentparlamentet,4
Taasen Senter,Edvard Storms gate,4
Taasen Senter,Carl Berners plass nord,4
Taasen Senter,Brugata,4
Taasen Senter,Henrik Ibsens gate,4
Taasen Senter,Mandalls gate,4
Taasen Senter,Uranienborgveien,4
Taasen Senter,Arkaden Soer,4
Taasen Senter,Kirkeveien,4
Taasen Senter,Fred Olsens gate,4
Taasen Senter,Skoeyen Stasjon,4
Griffenfeldts gate,Krohgstoetten hospital,4
Griffenfeldts gate,Vestre Aker Kirke,4
Griffenfeldts gate,BI Nydalen,4
Griffenfeldts gate,Vaalerenga,4
Griffenfeldts gate,Ullevaalsalléen,4
Griffenfeldts gate,Studentparlamentet,4
Griffenfeldts gate,Langkaia,4
Griffenfeldts gate,Thereses gate,4
Griffenfeldts gate,Trelastgata,4
Griffenfeldts gate,Meltzers gate,4
Griffenfeldts gate,Kampen park oest,4
Pilestredet,Toeyenparken,4
Pilestredet,Arkitekt Rivertz Plass,4
Pilestredet,Uelands gate,4
Pilestredet,John Colletts plass,4
Pilestredet,Hasle Torg,4
Pilestredet,Tannlegehoeyskolen,4
Pilestredet,Bjoelsendumpa,4
Pilestredet,Ila,4
Pilestredet,Blindern Studenthus,4
Pilestredet,Monolittveien,4
Pilestredet,Riddervoldplass,4
